Name,Play
Matt Carr,pinch ran for L. Gregory.
Robert Murphy,singled up the middle (2-1 BBK); M. Carr advanced to second.
Jack Burke,flied out to lf (1-2 KBS).
Jack Pistner,"singled to left center, RBI (1-0 B); R. Murphy advanced to second; M. Carr scored."
Will Stellato,flied out to lf (1-2 BKS).
Adam Hicks,to rf.
Henry Smith,to 2b.
Brian Andersen,to c for M. Carr.
Alex Bergen,to p for B. Spadafora.
Tommy Farrell,to p for A. Bergen.
Michael Fischetti,doubled to right center (0-2 KF).
Adam Hicks,"singled to right field (0-1 K); M. Fischetti advanced to third, scored on a fielding error by rf."
Dominick Balsamo,pinch hit for Del Guercio.
Dominick Balsamo,"doubled to right center, RBI (2-1 BBF); A. Hicks scored."
Sean Stites,pinch ran for D. Balsamo.
Henry Smith,walked (3-0 BBBB).
Will Roche,pinch hit for B. Andersen.
Will Roche,"fouled out to c, bunt (0-0)."
Robert Murphy,singled up the middle (0-1 F); H. Smith advanced to second; S. Stites advanced to third.
Jack Burke,"flied out to rf, SF, RBI (0-0); S. Stites scored."
Jack Pistner,"homered, 3 RBI (3-1 BBBK); R. Murphy scored; H. Smith scored."
Will Stellato,singled to center field (1-2 KBK).
Will Stellato,stole second.
Michael Fischetti,"singled through the left side, RBI (1-0 B); W. Stellato scored."
Michael Fischetti,"out at second c to 2b, caught stealing."
Jack Pistner,to 1b.
Will Roche,to 3b for S. Stites.
Tom Chanis,to c for W. Roche.
Brendan Trotta,to p for T. Farrell.
Jack Burke,flied out to cf.
Jack Pistner,grounded out to 2b.
Will Stellato,flied out to lf.
Matt Nichols,flied out to rf.
Adam Hicks,walked.
Jack Amirata,grounded out to c; A. Hicks advanced to second.
Andrew McGowan,struck out swinging.
Brendan Laqui,struck out swinging.
Robert Murphy,hit by pitch.
Jack Burke,reached on a fielder's choice; R. Murphy out at second 2b to ss.
Jack Pistner,"doubled, RBI; J. Burke scored."
Will Stellato,flied out to rf.
Matt Nichols,walked.
Adam Hicks,singled; M. Nichols advanced to second.
Jack Amirata,"grounded out to p, SAC; A. Hicks advanced to second; M. Nichols advanced to third."
Adam Hicks,advanced to third; M. Nichols scored on a wild pitch.
Andrew McGowan,"flied out to cf, SF, RBI; A. Hicks scored."
Brendan Laqui,hit by pitch.
Brendan Laqui,stole second.
Brendan Laqui,advanced to third on a balk.
Robert Murphy,"doubled, RBI; B. Laqui scored."
Jack Burke,"homered, 2 RBI; R. Murphy scored."
Jack Pistner,popped up to p.
Will Stellato,lined out to cf.
Matt Nichols,doubled.
Adam Hicks,walked.
Jack Amirata,"singled, advanced to second on an error by rf, RBI; A. Hicks advanced to third; M. Nichols scored."
Michael Fischetti,pinch hit for A. McGowan.
Michael Fischetti,hit by pitch.
Brendan Laqui,"walked, RBI; M. Fischetti advanced to second; J. Amirata advanced to third; A. Hicks scored."
Robert Murphy,"singled, RBI; B. Laqui advanced to second; M. Fischetti advanced to third; J. Amirata scored."
Jack Burke,"homered, 4 RBI; R. Murphy scored; B. Laqui scored; M. Fischetti scored."
Jack Pistner,flied out to cf.
Will Stellato,grounded out to ss.
Henry Smith,to 2b for M. Fischetti.
Matt Nichols,singled.
Adam Hicks,hit by pitch; M. Nichols advanced to second.
Jack Amirata,"singled, RBI; A. Hicks advanced to second; M. Nichols scored."
Matt Carr,pinch ran for J. Amirata.
Henry Smith,struck out looking.
Brendan Laqui,flied out to rf.
Robert Murphy,"singled, RBI; M. Carr advanced to third; A. Hicks scored."
Robert Murphy,advanced to second; M. Carr scored on a wild pitch.
Jack Burke,singled; R. Murphy advanced to third.
Jack Pistner,"doubled, RBI; J. Burke advanced to third; R. Murphy scored."
Will Stellato,"singled, 2 RBI; J. Pistner scored; J. Burke scored."
Matt Nichols,reached on an error by 3b; W. Stellato advanced to second.
Adam Hicks,flied out to rf.
Will Roche,to 3b for J. Pistner.
Dominick Balsamo,to cf for W. Stellato.
David Ruckman,to lf for M. Nichols.
Alex Bergen,to rf for A. Hicks.
Michael Fischetti,to 2b for A. McGowan.
Liam Gregory,to c for B. Laqui.
Ben Leshgold,to ss for R. Murphy.
Michael Fischetti,walked; Del Guercio advanced to second.
Liam Gregory,singled; M. Fischetti advanced to second; Del Guercio advanced to third.
Ben Leshgold,"singled, RBI; L. Gregory advanced to second; M. Fischetti advanced to third; Del Guercio scored."
Sean Stites,pinch hit for J. Burke.
Sean Stites,"hit by pitch, RBI; B. Leshgold advanced to second; L. Gregory advanced to third; M. Fischetti scored."
Will Roche,struck out swinging.
Dominick Balsamo,"hit by pitch, RBI; S. Stites advanced to second; B. Leshgold advanced to third; L. Gregory scored."
David Ruckman,"reached on a fielder's choice, RBI; D. Balsamo out at second 3b to 2b; S. Stites advanced to third; B. Leshgold scored."
Alex Bergen,walked; D. Ruckman advanced to second.
Henry Smith,pinch hit for M. Fischetti.
Henry Smith,"walked, RBI; Del Guercio advanced to second; A. Bergen advanced to third; D. Ruckman scored."
Liam Gregory,"reached on an error by 1b; H. Smith advanced to second; Del Guercio advanced to third; A. Bergen scored, unearned."
Ben Leshgold,flied out to cf.
Henry Smith,to 2b.
Jack Rossi,to ss for D. Balsamo.
David Ruckman,to cf.
Tom Chanis,to c for A. Bergen.
Liam Gregory,to lf.
Ben Leshgold,to rf.
Ryan Wootten,to p for WilkieViscio.
Jack Burke,reached on an error by ss.
Jack Burke,stole second.
Jack Pistner,struck out swinging.
Will Stellato,"singled, RBI; J. Burke scored, unearned."
Will Stellato,advanced to second on the throw.
Michael Fischetti,struck out looking.
Adam Hicks,grounded out to ss.
Jack Amirata,flied out to lf.
Henry Smith,singled.
Brian Andersen,flied out to lf.
Robert Murphy,out at first 1b to p.
Jack Burke,singled.
Jack Pistner,"grounded out to 1b unassisted; J. Burke advanced to second, advanced to third on an error by 1b, scored."
Will Stellato,doubled.
Michael Fischetti,popped up to 3b.
Adam Hicks,struck out swinging.
Jack Amirata,flied out to cf.
Henry Smith,singled.
Brian Andersen,singled; H. Smith advanced to third.
Robert Murphy,reached on a fielder's choice; B. Andersen advanced to second; H. Smith out at home p to c.
Jack Burke,flied out to cf.
Jack Pistner,flied out to rf.
Will Stellato,flied out to cf.
Michael Fischetti,out at first 1b to p.
Adam Hicks,grounded out to ss.
Jack Amirata,singled.
Henry Smith,walked; J. Amirata advanced to second.
Dominick Balsamo,pinch hit for B. Andersen.
Dominick Balsamo,"tripled, 2 RBI; H. Smith scored; J. Amirata scored."
Robert Murphy,"flied out to lf, SF, RBI; D. Balsamo scored."
Jack Burke,singled.
Jack Pistner,flied out to cf.
Brendan Laqui,to c for D. Balsamo.
Will Stellato,flied out to cf.
Michael Fischetti,grounded out to 1b unassisted.
Adam Hicks,flied out to lf.
Ethan Mitnick,to p for Francesconi.
Zach Klein,to p for E. Mitnick.
Jack Amirata,singled.
Henry Smith,reached on a fielder's choice; J. Amirata out at second ss to 2b.
Matt Nichols,pinch hit for B. Laqui.
Matt Nichols,grounded into double play 3b to 2b to 1b; H. Smith out on the play.
Tom Chanis,to c for M. Nichols.
Robert Murphy,walked.
Jack Burke,popped up to ss.
Jack Pistner,grounded out to 1b unassisted; R. Murphy advanced to second.
Will Stellato,struck out swinging.
Jack Burke,grounded out to 1b unassisted (3-2 BBFFB).
Jack Pistner,singled up the middle (1-2 FBS).
Will Stellato,singled to left field (2-0 BB); J. Pistner advanced to second.
Michael Fischetti,hit by pitch (1-2 BFK); W. Stellato advanced to second; J. Pistner advanced to third.
Matt Nichols,struck out swinging (1-2 FSBFFS).
Jack Amirata,struck out swinging (2-2 BFBFS).
Henry Smith,flied out to cf (1-0 B).
Brendan Laqui,struck out looking (3-2 KKBBBFK).
Robert Murphy,struck out swinging (0-2 KKS).
Jack Burke,singled to left field (1-2 SBK).
Jack Pistner,flied out to lf (1-2 FBF).
Will Stellato,grounded into double play 2b to ss to 1b (1-1 SB); J. Burke out on the play.
Michael Fischetti,struck out swinging (2-2 FBKBS).
Matt Nichols,lined out to cf (2-1 BBS).
Jack Amirata,grounded out to 2b (0-0).
Henry Smith,struck out swinging (1-2 BKKS).
Brendan Laqui,popped up to cf (0-0).
Robert Murphy,struck out swinging (0-2 FSFFS).
Jack Burke,grounded out to ss (1-1 BF).
Jack Pistner,lined out to rf (2-0 BB).
Will Stellato,grounded out to ss (1-2 BKS).
Zach Klein,to p for B. Trotta.
Michael Fischetti,fouled out to 3b (2-1 BSB).
Matt Nichols,singled through the left side (1-1 BF).
Jack Amirata,struck out swinging (1-2 FFBFS).
Dominick Balsamo,pinch hit for H. Smith.
Dominick Balsamo,fouled out to lf (2-2 KSBB).
Andrew McGowan,to 2b for D. Balsamo.
Zack Kucerka,to p for Z. Klein.
Liam Gregory,pinch hit for B. Laqui.
Liam Gregory,flied out to cf (1-0 B).
Robert Murphy,flied out to rf (3-2 BBKBS).
Jack Burke,fouled out to 1b (0-1 K).
Brian Andersen,to c for L. Gregory.
Jack Rossi,to p for Z. Kucerka.
Jack Pistner,singled to center field (0-0).
Will Stellato,flied out to cf (1-0 B).
Ben Leshgold,pinch hit for M. Fischetti.
Ben Leshgold,struck out swinging (0-2 KKS).
Matt Nichols,grounded out to p (2-1 BKB).
Jack Burke,flied out to cf (0-0).
Jack Pistner,flied out to rf (0-2 KF).
Will Stellato,singled to right field (0-2 KF).
Jack Amirata,flied out to cf (0-1 K).
Matt Nichols,flied out to cf (2-2 BKKFB).
Adam Hicks,flied out to cf (0-2 FK).
Andrew McGowan,grounded out to 3b (1-1 KB).
Brian Andersen,hit by pitch (2-2 BKBK).
Robert Murphy,singled to center field (0-2 KF); B. Andersen advanced to second.
Jack Burke,flied out to rf (2-2 BFFBF).
Jack Pistner,reached on a fielder's choice to first base (3-1 BBKB); R. Murphy out at second 1b to ss; B. Andersen advanced to third.
Will Stellato,"singled through the left side, RBI (0-1 K); J. Pistner advanced to second; B. Andersen scored."
Jack Amirata,hit by pitch (0-1 K); W. Stellato advanced to second; J. Pistner advanced to third.
Matt Nichols,"singled through the left side, 2 RBI (0-0); J. Amirata advanced to second; W. Stellato scored; J. Pistner scored."
Adam Hicks,popped up to 1b (0-0).
Alex Bergen,to p for J. Weedon.
Andrew McGowan,reached on a fielding error by ss (0-1 K).
Brian Andersen,singled to left field (0-1 K); A. McGowan advanced to second.
Robert Murphy,"grounded out to p, SAC (0-1 F); B. Andersen advanced to second; A. McGowan advanced to third."
Jack Burke,"doubled down the lf line, 2 RBI (1-1 BF); B. Andersen scored; A. McGowan scored, unearned."
Jack Pistner,struck out swinging (1-2 KKBS).
Jack Burke,stole third.
Will Stellato,popped up to p (1-2 KFB).
Jack Amirata,walked (3-1 BBBKB).
Matt Nichols,"grounded out to p, SAC (0-0); J. Amirata advanced to second."
Adam Hicks,"singled to center field, advanced to second on the error; J. Amirata advanced to third, scored on a throwing error by cf."
Andrew McGowan,flied out to cf (3-2 BKKFFBFB).
Brian Andersen,"doubled to right field, RBI (0-1 K); A. Hicks scored."
Robert Murphy,walked (3-2 BBBKFB); B. Andersen advanced to third on a wild pitch.
Jack Burke,flied out to cf to left center (1-1 FB).
Jack Pistner,"homered to right field, RBI (1-0 B)."
Will Stellato,struck out looking (3-2 BBBKFK).
Jack Amirata,walked (3-2 KBFBBB).
Matt Nichols,walked (3-2 BFKBBB); J. Amirata advanced to second.
Adam Hicks,fouled out to 1b (0-0).
Andrew McGowan,struck out swinging (0-2 KKFS).
Jack Rossi,to p for A. Bergen.
Alexey Stout,to 2b for A. McGowan.
Michael Fischetti,pinch hit for B. Andersen.
Michael Fischetti,struck out looking (1-2 BSSK).
Robert Murphy,singled up the middle (0-1 K).
Jack Burke,out at first p to ss to 1b (1-1 KB); R. Murphy advanced to second.
Jack Pistner,"singled to left field, RBI, out at second lf to 2b (1-1 BK); R. Murphy scored, obstruction."
Brendan Laqui,to c for M. Fischetti.
Will Stellato,struck out swinging (1-2 BSFS).
Jack Amirata,flied out to cf (2-2 KBBF).
Matt Nichols,struck out swinging (3-2 BBSKBS).
Tyler Lizell,to p for J. Rossi.
Brett Townsley,to p for T. Lizell.
Adam Hicks,struck out swinging (1-2 KKFBS).
Alexey Stout,struck out swinging (3-2 BBBKKS).
David Ruckman,pinch hit for B. Laqui.
David Ruckman,walked (3-2 KBBSBB).
David Ruckman,advanced to second on a fielder's choice.
Robert Murphy,"singled up the middle, RBI (1-1 BK); D. Ruckman scored."
Jack Burke,struck out looking (0-2 SSK).
Jack Burke,lined out to ss (0-2 KFF).
Jack Pistner,"homered to right field, RBI (0-2 FSFF)."
Will Stellato,struck out swinging (2-2 BBKFS).
Jack Amirata,singled to left field (0-1 K).
Matt Nichols,singled to right field (1-0 B); J. Amirata advanced to second.
Dominick Balsamo,struck out looking (1-2 FFBFFK).
Henry Smith,"grounded out to p, bunt (0-0)."
Brendan Laqui,walked (3-2 BKBFFBFB).
Robert Murphy,hit by pitch (2-2 KBBFF); B. Laqui advanced to second.
Jack Burke,struck out swinging (3-2 BBKFBS).
Jack Pistner,flied out to cf (1-1 KB).
Will Stellato,singled through the right side (3-2 BBKFB).
Jack Amirata,grounded out to 2b (0-0); W. Stellato advanced to second.
Matt Nichols,lined out to lf (0-1 S).
Dominick Balsamo,"singled to left field, RBI (0-0); W. Stellato scored."
Henry Smith,struck out swinging (0-2 KFS).
Brendan Laqui,struck out swinging (1-2 SFBS).
Robert Murphy,walked (3-1 BKBBB).
Jack Burke,lined out to lf (3-1 BBKB).
Jack Pistner,struck out swinging (1-2 BSKS).
Will Stellato,"singled to third base, advanced to second on a throwing error by 3b (0-0)."
Jack Amirata,"homered to left field, 2 RBI (2-2 KFBBFF); W. Stellato scored."
Matt Nichols,struck out swinging (1-2 FBSS).
Dominick Balsamo,out at first 3b to ss to 1b (3-2 BKBBFFFF).
Will Roche,pinch hit for H. Smith.
Will Roche,"doubled, advanced to third on an error by cf (2-0 BB)."
Brendan Laqui,"singled to shortstop, RBI (1-0 B); W. Roche scored."
Robert Murphy,singled through the left side (1-1 KB); B. Laqui advanced to second.
Brendan Laqui,"out at third c to 3b, caught stealing."
Will Roche,to 3b.
Jack Pistner,to 2b.
Jack Burke,hit by pitch (0-1 K).
Jack Pistner,walked (3-2 BBKKBB); J. Burke advanced to second.
Will Stellato,popped up to lf (1-2 KBK).
Jack Amirata,walked (3-1 BBBKB); J. Pistner advanced to second; J. Burke advanced to third.
Matt Nichols,"walked, RBI (3-2 BBBKSB); J. Amirata advanced to second; J. Pistner advanced to third; J. Burke scored."
Dominick Balsamo,"flied out to cf, SF, RBI (3-1 BBBK); J. Pistner scored."
Will Roche,reached on a fielder's choice to third base (2-2 KBBFF); M. Nichols out at second 3b to 2b.
Ethan Mitnick,to p for WilkieViscio.
Zach Klein,to p for E. Mitnick.
Michael Fischetti,pinch hit for B. Laqui.
Michael Fischetti,walked (3-1 BBBKB).
Matt Carr,pinch ran for M. Fischetti.
Matt Carr,"advanced to second on a throwing error by p, failed pickoff attempt."
Robert Murphy,walked (3-1 BBKBB).
Jack Burke,walked (3-1 BBFBB); R. Murphy advanced to second; M. Carr advanced to third.
Jack Pistner,"walked, RBI (3-2 FBBBFFB); J. Burke advanced to second; R. Murphy advanced to third; M. Carr scored."
Will Stellato,"singled through the left side, RBI (0-0); J. Pistner advanced to second; J. Burke advanced to third; R. Murphy scored."
Jack Amirata,"singled through the right side, 2 RBI, advanced to second on the error (0-2 KF); W. Stellato advanced to second, advanced to third on a throwing error by 1b; J. Pistner scored; J. Burke scored."
Matt Nichols,walked (3-1 KBBBB).
Dominick Balsamo,"walked, RBI (3-2 BBKBFFFB); M. Nichols advanced to second; J. Amirata advanced to third; W. Stellato scored."
Will Roche,"hit by pitch, RBI (1-0 B); D. Balsamo advanced to second; M. Nichols advanced to third; J. Amirata scored."
David Ruckman,pinch hit for M. Carr.
David Ruckman,struck out looking (1-2 KBSK).
Robert Murphy,"walked, RBI (3-2 BBKSBB); W. Roche advanced to second; D. Balsamo advanced to third; M. Nichols scored."
Jack Burke,"hit by pitch, RBI (2-0 BB); R. Murphy advanced to second; W. Roche advanced to third; D. Balsamo scored."
Jack Pistner,"reached on a fielder's choice to second base, RBI (1-1 BK); J. Burke out at second 2b to ss; R. Murphy advanced to third; W. Roche scored."
Jack Pistner,stole second.
Will Stellato,struck out swinging (3-2 KKBBFBS).
Brian Andersen,to c for D. Ruckman.
Jack Amirata,struck out swinging (0-2 KSS).
Matt Nichols,out at first 3b to ss to 2b to 1b (2-1 KBB).
Dominick Balsamo,struck out swinging (3-2 BKBKBS).
Will Roche,walked (3-1 BBKBB).
Brian Andersen,struck out swinging (2-2 KBKBS).
Robert Murphy,grounded out to 2b (1-0 B); W. Roche advanced to second.
Jack Burke,struck out swinging (1-2 SFFBS).
Tyler Lizell,to p for Z. Klein.
Jack Burke,singled up the middle (1-1 FB).
Jack Burke,stole second.
Jack Pistner,struck out swinging (2-2 BFBFS).
Will Stellato,flied out to lf (0-1 S).
Jack Burke,stole third.
Jack Amirata,"singled to left field, RBI (1-2 FBKF); J. Burke scored."
Dominick Balsamo,walked (3-0 BBBB); J. Amirata advanced to second.
Matt Nichols,struck out swinging (1-2 KSBFS).
Will Roche,singled up the middle (1-1 BK).
Brian Andersen,flied out to rf (3-2 BBBKFF).
Robert Murphy,singled to left field (0-2 KF); W. Roche advanced to second.
Jack Burke,singled through the left side (2-0 BB); R. Murphy advanced to second; W. Roche advanced to third.
Jack Pistner,reached on a fielder's choice to first base (1-2 KSB); J. Burke advanced to second; R. Murphy advanced to third; W. Roche out at home 1b to c.
Will Stellato,grounded out to 2b (2-0 BB).
Jack Amirata,lined out to cf (1-0 B).
Dominick Balsamo,singled to right field (1-2 KBF).
Matt Nichols,singled through the right side (1-2 BSF); D. Balsamo advanced to second.
Will Roche,flied out to cf (0-2 KKF).
Brian Andersen,struck out swinging (3-2 BBBKFS).
Robert Murphy,walked (3-2 BKBKBFB).
Jack Burke,"homered to left field, 2 RBI (1-1 KB); R. Murphy scored."
Jack Pistner,singled up the middle (1-1 BF).
Will Stellato,lined out to lf (3-1 BBBK).
Jack Pistner,stole second.
Jack Amirata,flied out to lf (0-1 K).
